MODEL,PARAMETERS,PRECISION,RECALL,AUC,F1,ACCURACY,Time
GB,"{'max_depth': 10, 'learning_rate': 0.01, 'subsample': 1.0, 'n_estimators': 100}",1.0,0.0597014925373,0.529850746269,0.112676056338,0.181818181818,0.33966588973999023
GB,"{'max_depth': 1, 'learning_rate': 0.1, 'subsample': 0.1, 'n_estimators': 1}",0.87012987013,1.0,0.5,0.930555555556,0.87012987013,0.0026259422302246094
GB,"{'max_depth': 1, 'learning_rate': 0.1, 'subsample': 0.5, 'n_estimators': 1}",0.87012987013,1.0,0.5,0.930555555556,0.87012987013,0.00270843505859375
GB,"{'max_depth': 1, 'learning_rate': 0.1, 'subsample': 1.0, 'n_estimators': 1}",0.87012987013,1.0,0.5,0.930555555556,0.87012987013,0.002750396728515625
GB,"{'max_depth': 1, 'learning_rate': 0.1, 'subsample': 0.1, 'n_estimators': 10}",0.857142857143,0.89552238806,0.44776119403,0.875912408759,0.779220779221,0.005883693695068359
GB,"{'max_depth': 1, 'learning_rate': 0.1, 'subsample': 0.5, 'n_estimators': 10}",0.855072463768,0.880597014925,0.440298507463,0.867647058824,0.766233766234,0.00757908821105957
GB,"{'max_depth': 1, 'learning_rate': 0.1, 'subsample': 1.0, 'n_estimators': 10}",0.866666666667,0.970149253731,0.485074626866,0.915492957746,0.844155844156,0.008208513259887695
GB,"{'max_depth': 1, 'learning_rate': 0.1, 'subsample': 0.1, 'n_estimators': 100}",0.872340425532,0.611940298507,0.505970149254,0.719298245614,0.584415584416,0.03850555419921875
GB,"{'max_depth': 1, 'learning_rate': 0.1, 'subsample': 0.5, 'n_estimators': 100}",0.86,0.641791044776,0.470895522388,0.735042735043,0.597402597403,0.05535244941711426
GB,"{'max_depth': 1, 'learning_rate': 0.1, 'subsample': 1.0, 'n_estimators': 100}",1.0,0.0597014925373,0.529850746269,0.112676056338,0.181818181818,0.05383610725402832
GB,"{'max_depth': 5, 'learning_rate': 0.1, 'subsample': 0.1, 'n_estimators': 1}",0.864864864865,0.955223880597,0.477611940299,0.90780141844,0.831168831169,0.0027756690979003906
GB,"{'max_depth': 5, 'learning_rate': 0.1, 'subsample': 0.5, 'n_estimators': 1}",0.857142857143,0.89552238806,0.44776119403,0.875912408759,0.779220779221,0.0035123825073242188
GB,"{'max_depth': 5, 'learning_rate': 0.1, 'subsample': 1.0, 'n_estimators': 1}",0.866666666667,0.970149253731,0.485074626866,0.915492957746,0.844155844156,0.00405430793762207
GB,"{'max_depth': 5, 'learning_rate': 0.1, 'subsample': 0.1, 'n_estimators': 10}",0.844444444444,0.567164179104,0.433582089552,0.678571428571,0.532467532468,0.0077822208404541016
GB,"{'max_depth': 5, 'learning_rate': 0.1, 'subsample': 0.5, 'n_estimators': 10}",0.857142857143,0.716417910448,0.458208955224,0.780487804878,0.649350649351,0.015174150466918945
GB,"{'max_depth': 5, 'learning_rate': 0.1, 'subsample': 1.0, 'n_estimators': 10}",0.846153846154,0.820895522388,0.410447761194,0.833333333333,0.714285714286,0.020359277725219727
GB,"{'max_depth': 5, 'learning_rate': 0.1, 'subsample': 0.1, 'n_estimators': 100}",0.833333333333,0.522388059701,0.411194029851,0.642201834862,0.493506493506,0.05877423286437988
GB,"{'max_depth': 5, 'learning_rate': 0.1, 'subsample': 0.5, 'n_estimators': 100}",0.875,0.626865671642,0.513432835821,0.730434782609,0.597402597403,0.13414216041564941
GB,"{'max_depth': 5, 'learning_rate': 0.1, 'subsample': 1.0, 'n_estimators': 100}",1.0,0.0597014925373,0.529850746269,0.112676056338,0.181818181818,0.18870854377746582
GB,"{'max_depth': 10, 'learning_rate': 0.1, 'subsample': 0.1, 'n_estimators': 1}",0.855072463768,0.880597014925,0.440298507463,0.867647058824,0.766233766234,0.002737760543823242
GB,"{'max_depth': 10, 'learning_rate': 0.1, 'subsample': 0.5, 'n_estimators': 1}",0.863636363636,0.850746268657,0.475373134328,0.857142857143,0.753246753247,0.004282951354980469
GB,"{'max_depth': 10, 'learning_rate': 0.1, 'subsample': 1.0, 'n_estimators': 1}",0.864864864865,0.955223880597,0.477611940299,0.90780141844,0.831168831169,0.00606846809387207
GB,"{'max_depth': 10, 'learning_rate': 0.1, 'subsample': 0.1, 'n_estimators': 10}",0.851063829787,0.597014925373,0.448507462687,0.701754385965,0.558441558442,0.008947134017944336
GB,"{'max_depth': 10, 'learning_rate': 0.1, 'subsample': 0.5, 'n_estimators': 10}",0.87037037037,0.701492537313,0.500746268657,0.776859504132,0.649350649351,0.0250701904296875
GB,"{'max_depth': 10, 'learning_rate': 0.1, 'subsample': 1.0, 'n_estimators': 10}",1.0,0.0597014925373,0.529850746269,0.112676056338,0.181818181818,0.035599470138549805
GB,"{'max_depth': 10, 'learning_rate': 0.1, 'subsample': 0.1, 'n_estimators': 100}",0.85,0.507462686567,0.453731343284,0.635514018692,0.493506493506,0.07741999626159668
GB,"{'max_depth': 10, 'learning_rate': 0.1, 'subsample': 0.5, 'n_estimators': 100}",0.85,0.507462686567,0.453731343284,0.635514018692,0.493506493506,0.23009109497070312
GB,"{'max_depth': 10, 'learning_rate': 0.1, 'subsample': 1.0, 'n_estimators': 100}",1.0,0.0597014925373,0.529850746269,0.112676056338,0.181818181818,0.34804749488830566
GB,"{'max_depth': 1, 'learning_rate': 0.5, 'subsample': 0.1, 'n_estimators': 1}",0.878378378378,0.970149253731,0.535074626866,0.921985815603,0.857142857143,0.002785205841064453
GB,"{'max_depth': 1, 'learning_rate': 0.5, 'subsample': 0.5, 'n_estimators': 1}",0.87012987013,1.0,0.5,0.930555555556,0.87012987013,0.0027213096618652344
GB,"{'max_depth': 1, 'learning_rate': 0.5, 'subsample': 1.0, 'n_estimators': 1}",0.87012987013,1.0,0.5,0.930555555556,0.87012987013,0.0027065277099609375
GB,"{'max_depth': 1, 'learning_rate': 0.5, 'subsample': 0.1, 'n_estimators': 10}",0.855072463768,0.880597014925,0.440298507463,0.867647058824,0.766233766234,0.0059850215911865234
GB,"{'max_depth': 1, 'learning_rate': 0.5, 'subsample': 0.5, 'n_estimators': 10}",0.866666666667,0.970149253731,0.485074626866,0.915492957746,0.844155844156,0.0075969696044921875
GB,"{'max_depth': 1, 'learning_rate': 0.5, 'subsample': 1.0, 'n_estimators': 10}",0.864864864865,0.955223880597,0.477611940299,0.90780141844,0.831168831169,0.007530689239501953
GB,"{'max_depth': 1, 'learning_rate': 0.5, 'subsample': 0.1, 'n_estimators': 100}",1.0,0.10447761194,0.55223880597,0.189189189189,0.220779220779,0.039011240005493164
GB,"{'max_depth': 1, 'learning_rate': 0.5, 'subsample': 0.5, 'n_estimators': 100}",0.75,0.044776119403,0.472388059701,0.0845070422535,0.155844155844,0.0560002326965332
GB,"{'max_depth': 1, 'learning_rate': 0.5, 'subsample': 1.0, 'n_estimators': 100}",1.0,0.0597014925373,0.529850746269,0.112676056338,0.181818181818,0.05460000038146973
GB,"{'max_depth': 5, 'learning_rate': 0.5, 'subsample': 0.1, 'n_estimators': 1}",0.868421052632,0.985074626866,0.492537313433,0.923076923077,0.857142857143,0.0026471614837646484
GB,"{'max_depth': 5, 'learning_rate': 0.5, 'subsample': 0.5, 'n_estimators': 1}",0.868421052632,0.985074626866,0.492537313433,0.923076923077,0.857142857143,0.0035130977630615234
GB,"{'max_depth': 5, 'learning_rate': 0.5, 'subsample': 1.0, 'n_estimators': 1}",0.866666666667,0.970149253731,0.485074626866,0.915492957746,0.844155844156,0.004128217697143555
GB,"{'max_depth': 5, 'learning_rate': 0.5, 'subsample': 0.1, 'n_estimators': 10}",1.0,0.0746268656716,0.537313432836,0.138888888889,0.194805194805,0.007635831832885742
GB,"{'max_depth': 5, 'learning_rate': 0.5, 'subsample': 0.5, 'n_estimators': 10}",0.87037037037,0.701492537313,0.500746268657,0.776859504132,0.649350649351,0.015931129455566406
GB,"{'max_depth': 5, 'learning_rate': 0.5, 'subsample': 1.0, 'n_estimators': 10}",1.0,0.0597014925373,0.529850746269,0.112676056338,0.181818181818,0.020576000213623047
GB,"{'max_depth': 5, 'learning_rate': 0.5, 'subsample': 0.1, 'n_estimators': 100}",0.833333333333,0.0746268656716,0.487313432836,0.13698630137,0.181818181818,0.06297063827514648
GB,"{'max_depth': 5, 'learning_rate': 0.5, 'subsample': 0.5, 'n_estimators': 100}",0.853658536585,0.522388059701,0.461194029851,0.648148148148,0.506493506494,0.13706016540527344
GB,"{'max_depth': 5, 'learning_rate': 0.5, 'subsample': 1.0, 'n_estimators': 100}",1.0,0.0597014925373,0.529850746269,0.112676056338,0.181818181818,0.19136762619018555
GB,"{'max_depth': 10, 'learning_rate': 0.5, 'subsample': 0.1, 'n_estimators': 1}",0.876712328767,0.955223880597,0.527611940299,0.914285714286,0.844155844156,0.0027399063110351562
GB,"{'max_depth': 10, 'learning_rate': 0.5, 'subsample': 0.5, 'n_estimators': 1}",0.855072463768,0.880597014925,0.440298507463,0.867647058824,0.766233766234,0.00437617301940918
GB,"{'max_depth': 10, 'learning_rate': 0.5, 'subsample': 1.0, 'n_estimators': 1}",0.864864864865,0.955223880597,0.477611940299,0.90780141844,0.831168831169,0.0055332183837890625
GB,"{'max_depth': 10, 'learning_rate': 0.5, 'subsample': 0.1, 'n_estimators': 10}",1.0,0.0597014925373,0.529850746269,0.112676056338,0.181818181818,0.008777141571044922
GB,"{'max_depth': 10, 'learning_rate': 0.5, 'subsample': 0.5, 'n_estimators': 10}",0.875,0.626865671642,0.513432835821,0.730434782609,0.597402597403,0.024620771408081055
GB,"{'max_depth': 10, 'learning_rate': 0.5, 'subsample': 1.0, 'n_estimators': 10}",1.0,0.0597014925373,0.529850746269,0.112676056338,0.181818181818,0.03600311279296875
GB,"{'max_depth': 10, 'learning_rate': 0.5, 'subsample': 0.1, 'n_estimators': 100}",0.888888888889,0.358208955224,0.529104477612,0.510638297872,0.402597402597,0.05935525894165039
GB,"{'max_depth': 10, 'learning_rate': 0.5, 'subsample': 0.5, 'n_estimators': 100}",0.837209302326,0.537313432836,0.418656716418,0.654545454545,0.506493506494,0.22817254066467285
GB,"{'max_depth': 10, 'learning_rate': 0.5, 'subsample': 1.0, 'n_estimators': 100}",1.0,0.0597014925373,0.529850746269,0.112676056338,0.181818181818,0.34699583053588867
AB,"{'algorithm': 'SAMME', 'n_estimators': 1}",0.87012987013,1.0,0.5,0.930555555556,0.87012987013,0.0027952194213867188
AB,"{'algorithm': 'SAMME', 'n_estimators': 10}",1.0,0.0597014925373,0.529850746269,0.112676056338,0.181818181818,0.010685920715332031
AB,"{'algorithm': 'SAMME', 'n_estimators': 100}",1.0,0.0597014925373,0.529850746269,0.112676056338,0.181818181818,0.08729743957519531
AB,"{'algorithm': 'SAMME.R', 'n_estimators': 1}",0.87012987013,1.0,0.5,0.930555555556,0.87012987013,0.002857685089111328
AB,"{'algorithm': 'SAMME.R', 'n_estimators': 10}",1.0,0.0597014925373,0.529850746269,0.112676056338,0.181818181818,0.011210203170776367
AB,"{'algorithm': 'SAMME.R', 'n_estimators': 100}",1.0,0.0597014925373,0.529850746269,0.112676056338,0.181818181818,0.09575295448303223
